scheme,treated_OA,control_OA,distance_km
Newcastle,E00190011,E00172058,539.2379887674904
Newcastle,E00175551,E00076073,537.9923675988316
Newcastle,E00190011,E00077276,473.16763715131697
Newcastle,E00042822,E00180453,473.0979373047279
Newcastle,E00042826,E00172752,472.88809020164643
Newcastle,E00189989,E00085086,472.8523908205314
Newcastle,E00189964,E00172754,472.5628904425736
Newcastle,E00042822,E00172744,472.4087035696798
Newcastle,E00189936,E00085694,472.39125360573706
Newcastle,E00175558,E00085530,472.3029976404786
Newcastle,E00189986,E00085529,472.2469378835207
Newcastle,E00175561,E00085698,471.87978979019175
Newcastle,E00175561,E00085697,471.7791657945666
Newcastle,E00189989,E00085570,471.7455876797057
Newcastle,E00190004,E00085588,471.608884873921
Newcastle,E00189983,E00085579,471.4505768994275
Newcastle,E00042826,E00085030,471.16440850943576
Newcastle,E00175558,E00085266,470.9272633152491
Newcastle,E00189983,E00085246,470.9090562143022
Newcastle,E00175585,E00085700,470.4807166654853
Newcastle,E00189977,E00172906,470.2937897462882
Newcastle,E00189974,E00085148,470.2869345122938
Newcastle,E00175585,E00184791,469.91580641534335
Portsmouth,E00179913,E00041668,461.7906667156289
Portsmouth,E00179963,E00044241,459.8468564983762
Portsmouth,E00086366,E00044241,458.0504732891137
Portsmouth,E00086060,E00044357,456.0987667179559
Portsmouth,E00086054,E00044357,455.7122235687626
Portsmouth,E00086371,E00044357,454.6107623198587
Portsmouth,E00086051,E00044576,453.71389309386035
Portsmouth,E00086015,E00044399,447.6643261026994
Portsmouth,E00086042,E00060875,419.79348097179684
Portsmouth,E00086020,E00060715,419.69943852041627
Portsmouth,E00086017,E00060990,419.5712463672472
Portsmouth,E00086049,E00060707,419.13446688452467
Portsmouth,E00086028,E00060866,418.91523421277094
Portsmouth,E00179913,E00060628,418.1686300948399
Portsmouth,E00086042,E00174107,417.7416268377229
Bradford,E00176159,E00076635,414.07924456602666
Bradford,E00053640,E00076075,413.65965833189347
Bradford,E00177762,E00076660,412.9263883746619
Bradford,E00054575,E00076608,410.8270519546071
Newcastle,E00190011,E00174515,394.6742042250937
Newcastle,E00042583,E00174518,394.3231836467181
Bristol,E00178075,E00044200,392.65187477590194
Bristol,E00178043,E00044841,392.30209589325284
Newcastle,E00175576,E00083307,388.85143685516715
Newcastle,E00042806,E00110053,383.74753808435105
Bradford,E00054419,E00101304,368.0277650526943
Bradford,E00054394,E00171929,365.1469124448081
Portsmouth,E00086027,E00064053,363.7569999359606
Portsmouth,E00086016,E00063945,362.36491529515985
Bradford,E00054167,E00101310,361.2447143684213
Portsmouth,E00174441,E00064245,359.69868996200324
Newcastle,E00175558,E00145631,359.53335684640854
Newcastle,E00189974,E00145624,359.44104235668425
Newcastle,E00042814,E00185995,356.02805725326726
Newcastle,E00189983,E00177122,353.1395487190707
Newcastle,E00189974,E00177122,353.07967542702926
Portsmouth,E00086049,E00067344,353.03096031599017
Newcastle,E00175576,E00177102,352.8833400067366
Portsmouth,E00179913,E00185498,352.45314419926143
Newcastle,E00189947,E00173271,352.25223724975
Portsmouth,E00086023,E00067355,352.17851919251865
Portsmouth,E00174441,E00185498,351.9766221718019
Portsmouth,E00086031,E00067354,351.9562580973896
Portsmouth,E00179966,E00067564,351.68257458168046
Portsmouth,E00174453,E00067559,351.6417016844978
Portsmouth,E00086036,E00067604,351.2433622615726
Newcastle,E00042583,E00079469,350.85917624637193
Bradford,E00177814,E00085757,350.6856640383292
Portsmouth,E00086036,E00067647,350.46440470420276
Bradford,E00177814,E00085198,349.11608893086606
Bradford,E00053599,E00085099,348.6082705635701
Bradford,E00176194,E00184753,347.65242405747
Bradford,E00054150,E00085099,347.641154774624
Bradford,E00054486,E00085879,346.63959050070457
Bradford,E00054423,E00077259,346.3170662269402
Bradford,E00054389,E00077801,346.28820624250585
Bradford,E00177783,E00085736,345.2764888828666
Bradford,E00054344,E00077681,345.13513021763794
Portsmouth,E00086060,E00056803,344.2317872605606
Bradford,E00054350,E00103171,344.21866671336574
Bradford,E00054643,E00085211,344.11378367886147
Portsmouth,E00086054,E00056803,343.76148439053986
Bradford,E00054408,E00077681,343.49122895630455
Newcastle,E00042806,E00112375,343.3551783606219
Bradford,E00177868,E00180414,342.9899268765691
Portsmouth,E00086371,E00056803,342.76014613150465
Bradford,E00177793,E00077681,341.5457014690263
Bradford,E00176195,E00077681,341.54035977891203
Bradford,E00054595,E00077681,341.46877565425456
Bradford,E00053548,E00077681,341.2947885940578
Bradford,E00053625,E00077681,340.9566907115056
Portsmouth,E00086049,E00063646,340.72561284127505
Portsmouth,E00086023,E00063629,340.33020527591407
Bradford,E00176114,E00077681,340.18689173284463
Bradford,E00177784,E00077681,340.14077492234156
Bradford,E00054129,E00077687,339.935908847245
Bradford,E00054631,E00077681,339.89521801493385
Bradford,E00054160,E00077681,339.84522153418453
Bradford,E00054637,E00077681,339.8171720581566
Portsmouth,E00086057,E00057866,338.95940621588176
Portsmouth,E00086375,E00063534,338.842302908932
Bradford,E00054145,E00077681,338.8362486541596
Bradford,E00054146,E00077681,338.775026777388
Portsmouth,E00086058,E00058748,338.50972373676046
Bradford,E00054219,E00077681,338.1358681652358
Bradford,E00053581,E00103183,337.32665094320737
Bradford,E00054166,E00077355,336.1340138750359
Portsmouth,E00174464,E00169786,335.2278506279668
Portsmouth,E00086033,E00057172,334.9217868962611
Portsmouth,E00086052,E00169786,334.8952101663899
Portsmouth,E00086024,E00169753,334.50206524704646
Portsmouth,E00179945,E00187071,334.499321356297
Portsmouth,E00086037,E00187071,333.57102012565736
Portsmouth,E00174455,E00064376,333.068123557706
Portsmouth,E00086043,E00064588,332.9957887028458
Portsmouth,E00174464,E00064370,332.6701725561589
Portsmouth,E00086012,E00057282,332.4019091218102
Portsmouth,E00086052,E00064370,332.39607857915183
Portsmouth,E00086017,E00064606,332.39453253056604
Portsmouth,E00179918,E00064822,331.70630126180987
Portsmouth,E00086038,E00064849,331.5143693369297
Portsmouth,E00086038,E00064844,331.43559103871326
Portsmouth,E00086039,E00064848,331.3789277690524
Portsmouth,E00086048,E00064879,331.13453718845983
Portsmouth,E00086043,E00064817,330.8304436306807
Portsmouth,E00086031,E00057004,330.70118477536727
Portsmouth,E00086023,E00064860,329.93896765294505
Newcastle,E00175561,E00167353,328.7600456661277
Portsmouth,E00086049,E00065039,328.6234268947561
Sheffield,E00172514,E00171924,328.2462652457803
Portsmouth,E00086031,E00055525,325.451856675976
Newcastle,E00189936,E00173828,324.31176829051464
Bradford,E00054592,E00190543,324.2187544173616
Bradford,E00177766,E00087252,323.55500962377437
Portsmouth,E00174464,E00171674,322.90140504145916
Portsmouth,E00086060,E00024284,322.74274028203
Portsmouth,E00086027,E00024930,322.68467975449397
Portsmouth,E00086023,E00028315,322.61827735022763
Bradford,E00054427,E00161182,322.6036554465865
Portsmouth,E00086052,E00171674,322.5341936961219
Bradford,E00054580,E00086731,322.50089112550484
Portsmouth,E00086054,E00024284,322.10182523422753
Bradford,E00053596,E00181838,321.80217400324426
Portsmouth,E00086371,E00024284,321.3328448161586
Portsmouth,E00086012,E00036499,321.12217042778286
Bradford,E00053630,E00086872,320.8103617788373
Portsmouth,E00179961,E00176632,320.67229519859166
Bradford,E00176104,E00087018,320.5451985423995
Portsmouth,E00174470,E00024671,320.3181586541376
Portsmouth,E00086029,E00033717,320.208372919152
Bradford,E00176137,E00087120,319.7026536030693
Bradford,E00177833,E00161182,319.584758635225
Bradford,E00054400,E00081401,319.1013727684507
Bradford,E00054130,E00087140,318.8769318722569
Portsmouth,E00086015,E00036092,318.853503416681
Bradford,E00054211,E00166944,318.2121128334949
Portsmouth,E00086375,E00024702,317.8686683584983
Portsmouth,E00086052,E00176698,317.7738072668409
Bradford,E00054393,E00161011,317.6854306802455
Portsmouth,E00086055,E00176640,317.6295110229486
Portsmouth,E00174441,E00182998,317.56640094406924
Portsmouth,E00086031,E00168423,317.1793502598504
Portsmouth,E00174455,E00183013,317.1704850986501
Portsmouth,E00086057,E00033641,317.0976125279208
Portsmouth,E00179961,E00036130,317.08722536700714
Bradford,E00054583,E00161071,317.0540172475307
Portsmouth,E00086032,E00176712,316.89014188044564
Bradford,E00176168,E00081378,316.004948260127
Portsmouth,E00086032,E00033000,315.6230916691445
Bradford,E00176104,E00161013,315.4312156881583
Portsmouth,E00086366,E00034028,314.6657747048225
Portsmouth,E00086045,E00036973,314.261307720231
Bradford,E00176184,E00081366,313.5583839255186
Bradford,E00054402,E00081014,313.31243263315304
Portsmouth,E00086024,E00025805,313.0432479571116
Bradford,E00176151,E00081230,312.66468690504354
Bradford,E00177796,E00081202,311.67781891694085
Portsmouth,E00086017,E00028410,311.3096088038242
Portsmouth,E00086031,E00173015,311.2546936486093
Bradford,E00176166,E00081196,310.8463804538506
Portsmouth,E00179966,E00028355,310.0127297867662
Portsmouth,E00086046,E00176672,309.90240172728244
Bradford,E00176131,E00080977,309.78498164921115
Portsmouth,E00174455,E00180933,309.304412391093
Bradford,E00177769,E00189772,309.1465768724282
Portsmouth,E00086028,E00028392,309.00077721648955
Bradford,E00053597,E00081095,308.8754853789808
Portsmouth,E00174456,E00063216,308.8191702219973
Bradford,E00053633,E00081057,308.5458430867138
Newcastle,E00042826,E00189091,308.0024665360886
Portsmouth,E00086045,E00063263,307.79259403647194
Portsmouth,E00179918,E00180819,307.659469107232
Portsmouth,E00086058,E00175919,307.1009925784507
Newcastle,E00189969,E00138118,306.90260342876905
Portsmouth,E00086027,E00172957,306.8810553041603
Portsmouth,E00086022,E00062943,306.6065548003934
Bradford,E00176196,E00081583,306.5888334798769
Portsmouth,E00086056,E00026761,306.1029082081241
Bradford,E00176100,E00080269,305.89920051356575
Portsmouth,E00086024,E00026269,304.69067989716785
Bradford,E00054389,E00079968,302.90749766128386
Bradford,E00054648,E00180465,302.4688715265254
Bradford,E00053571,E00081593,301.9498131449044
Bradford,E00053632,E00080240,299.8436109726935
Bradford,E00176199,E00080440,299.41399693355874
Bath,E00072772,E00067636,299.4096988843292
Bristol,E00073469,E00134823,299.0736405878453
Bristol,E00174231,E00189235,299.04599833633927
Sheffield,E00185217,E00085514,298.92526778433506
Sheffield,E00172460,E00085571,298.7958673659776
Bristol,E00178105,E00136405,298.76754321075066
Bristol,E00178086,E00067559,298.669203136663
Bradford,E00177791,E00080177,298.6419832154676
Bristol,E00178055,E00136531,298.61909906694126
Sheffield,E00185188,E00085560,298.4662932790761
Portsmouth,E00174453,E00026815,298.3314566144302
Bristol,E00073471,E00136606,298.3229442148741
Sheffield,E00172412,E00085708,297.93033818119454
Bristol,E00174284,E00170150,297.4361487524387
Bristol,E00174295,E00187884,297.370616712439
Bristol,E00073437,E00136575,297.22455274682477
Bristol,E00178114,E00185509,296.63236518717537
Bristol,E00178080,E00136609,296.2827921908511
Bath,E00072757,E00064347,296.2714254390303
Bristol,E00178114,E00170132,296.16899737441474
Sheffield,E00172415,E00077497,295.7968092349464
Bradford,E00054404,E00108164,295.00508501086557
Bristol,E00074009,E00136630,294.63770075221026
Bradford,E00054398,E00108034,294.104040435106
Bath,E00072566,E00136566,287.2817239125859
Bradford,E00054163,E00108019,287.03573892594864
Newcastle,E00190011,E00049034,285.7489219851592
Bradford,E00053550,E00108366,285.7353923983464
Bradford,E00053626,E00114247,285.5978470019987
Bath,E00072576,E00136486,285.5553333150418
Newcastle,E00042579,E00048790,285.4706361799265
Bath,E00073131,E00136667,285.3355909897597
Newcastle,E00042822,E00172202,285.26211489922116
Newcastle,E00042822,E00172213,284.86769752877177
Bradford,E00054396,E00152867,283.6534361698935
Newcastle,E00175551,E00048445,282.9257638193295
Bradford,E00053583,E00167840,282.1555162179497
Birmingham,E00047473,E00172062,281.720210031372
Birmingham,E00046358,E00076032,280.2167285240926
Birmingham,E00175626,E00181180,280.1994848644385
Birmingham,E00046393,E00076073,279.2719396944951
Birmingham,E00047473,E00041382,277.80672885739955
Bath,E00072806,E00064292,276.3808594794578
Birmingham,E00186195,E00181102,275.6615984181306
Sheffield,E00185186,E00167014,275.43730475358814
Bradford,E00054403,E00109719,275.421298000174
Birmingham,E00175700,E00181102,275.28204791101393
Sheffield,E00185237,E00190532,275.0112736643766
Bradford,E00176161,E00188101,274.5571117647057
Portsmouth,E00086020,E00173644,273.8341975945565
Bradford,E00054589,E00170986,273.76872918047076
Portsmouth,E00174453,E00132737,273.72216423496957
Bradford,E00053576,E00188110,273.4462778658977
Bradford,E00053580,E00152990,273.3542317883375
Bradford,E00054420,E00082711,273.30047274776325
Bradford,E00053585,E00152830,273.14610146076177
Portsmouth,E00174453,E00132652,272.79116580778395
Portsmouth,E00086041,E00132647,272.5837659650417
Bristol,E00174296,E00057597,272.3660499853778
Bradford,E00054642,E00109591,272.2735298022406
Bristol,E00178060,E00058816,271.7737243865243
Portsmouth,E00086048,E00132920,271.5086204672594
Bristol,E00178060,E00187047,271.40751082120494
Bradford,E00054414,E00083389,271.3812660751829
Bradford,E00054390,E00083372,270.9042428308048
Bradford,E00054398,E00083387,270.71708799415745
Bristol,E00074008,E00170329,270.47685155956464
Bradford,E00176207,E00082697,270.31285133073413
Bradford,E00054393,E00083356,269.900140996036
Bradford,E00054611,E00083315,269.7908493019209
Bradford,E00177839,E00188457,269.67097044170333
Bristol,E00073467,E00170849,269.47594960735796
Bristol,E00178047,E00170849,269.2540875812616
Portsmouth,E00086369,E00132885,268.95593852460445
Bradford,E00177834,E00083396,268.76767295295963
Bradford,E00054156,E00083047,268.0797383832838
Bradford,E00054412,E00174487,268.03142468081904
Sheffield,E00185191,E00188613,267.98668646905395
Bradford,E00054588,E00082956,267.4959146697684
Bradford,E00177791,E00083321,267.07273874666674
Bradford,E00176208,E00188453,266.35252518249496
Bristol,E00174296,E00170857,266.3263745061456
Bradford,E00054579,E00082839,265.89348320961614
Bradford,E00176143,E00083177,265.66203765448176
Bristol,E00174298,E00153013,265.47360621248555
Bradford,E00176128,E00188373,265.08705687467165
Bradford,E00053634,E00083203,265.0821389699833
Bradford,E00177776,E00083310,264.650626656478
Bradford,E00176141,E00083132,264.4163423641266
Portsmouth,E00179966,E00136281,263.9743105367896
Portsmouth,E00086015,E00136456,263.74694352602467
Newcastle,E00175574,E00068867,263.3683419334398
Portsmouth,E00086022,E00136293,263.16112975606035
Newcastle,E00042806,E00069411,262.94499292455663
Portsmouth,E00086041,E00136295,262.29562258632944
Portsmouth,E00086519,E00136596,262.28342291589837
Newcastle,E00175551,E00169457,262.18226860579693
Portsmouth,E00086519,E00173830,262.07981817805216
Newcastle,E00042825,E00178494,261.801396171111
Bradford,E00054644,E00083091,261.67868079595195
Portsmouth,E00086041,E00136553,261.66434187211854
Portsmouth,E00179961,E00136372,261.50845604497914
Portsmouth,E00086057,E00136586,261.4581227937298
Portsmouth,E00179963,E00072042,261.0358165390414
Portsmouth,E00174453,E00136611,261.02286426745997
Portsmouth,E00086016,E00173831,260.81974638310487
Portsmouth,E00179944,E00072055,260.62814967773664
Portsmouth,E00086017,E00136500,260.48160479691205
Portsmouth,E00086029,E00136640,260.4613714762026
Portsmouth,E00086012,E00136599,260.3084635970371
Portsmouth,E00086058,E00136334,259.5735231098896
Portsmouth,E00086366,E00072042,259.39896074120435
Portsmouth,E00086035,E00136614,259.0816811879521
Newcastle,E00190004,E00130314,258.22560475504275
Portsmouth,E00086029,E00072319,258.21337359009607
Bradford,E00177860,E00121187,257.1263969400196
Bristol,E00178060,E00063720,256.16740919437893
Portsmouth,E00086035,E00072421,255.49047205525272
Bath,E00073126,E00178700,255.2346397042185
Portsmouth,E00086032,E00072421,255.2260874344742
Bradford,E00054411,E00121325,255.13233040224935
Bradford,E00054173,E00121205,253.7397002714394
Bath,E00072636,E00183376,253.63967999578628
Bradford,E00054405,E00078752,251.6659589264056
Bradford,E00177767,E00121380,251.57553104425057
Bradford,E00054132,E00121213,250.59536674166597
Bradford,E00176128,E00078756,247.37145315069154
Bradford,E00054135,E00078752,246.7672802092629
Bath,E00073130,E00024434,245.80898298661606
Portsmouth,E00086033,E00070011,245.35408827557208
Bristol,E00073469,E00132786,243.97535281767767
Bristol,E00178076,E00185283,243.83535958693625
Bristol,E00178055,E00028261,243.20792803337136
Bristol,E00178076,E00132735,241.87380881927993
Bristol,E00174256,E00185377,241.5794360292527
Portsmouth,E00174470,E00069811,241.525295328463
