term,estimate,se,event_time,ci_lo,ci_hi,irr,irr_lo,irr_hi,pct_change,pct_lo,pct_hi
event_time_ref::1:treat_group,0.22342921996236617,0.09588404208311763,1,0.03549649747945563,0.4113619424452767,1.250357136819163,1.0361340190410209,1.5088713823348752,25.035713681916306,3.613401904102087,50.88713823348752
event_time_ref::2:treat_group,0.06372991327513981,0.10214385710583528,2,-0.13647204665229734,0.26393187320257694,1.0658045002376602,0.8724307072776781,1.3020394894987353,6.580450023766016,-12.756929272232187,30.203948949873528
event_time_ref::3:treat_group,0.047263655155453665,0.10304405033714947,3,-0.1547026835053593,0.24922999381626662,1.048398388283694,0.8566698416981999,1.2830370897345862,4.839838828369403,-14.333015830180006,28.30370897345862
event_time_ref::4:treat_group,-0.10925005952768761,0.09286516658050459,4,-0.2912657860254766,0.07276566697010138,0.8965062095474082,0.7473170251977904,1.0754784872515677,-10.349379045259177,-25.26829748022096,7.547848725156769
event_time_ref::5:treat_group,0.12339869066826963,0.099105414121802,5,-0.07084792101046229,0.31764530234700156,1.1313353839044005,0.93160355868292,1.3738888596385768,13.133538390440048,-6.839644131708001,37.388885963857675
event_time_ref::6:treat_group,0.009728785380204065,0.11028261803057117,6,-0.20642514595971542,0.22588271672012353,1.0097762638570862,0.813487151978027,1.2534286504339498,0.9776263857086187,-18.6512848021973,25.34286504339498
event_time_ref::7:treat_group,0.048333873691343315,0.10332257723946754,7,-0.15417837769801307,0.2508461250806997,1.049521004286909,0.8571191164395666,1.2851123225613714,4.952100428690898,-14.288088356043339,28.51123225613714
event_time_ref::8:treat_group,-0.21847264412552048,0.12477520187384082,8,-0.4630320397982485,0.02608675154720752,0.8037454663040096,0.6293724672182459,1.0264299890008306,-19.625453369599043,-37.06275327817541,2.64299890008306
event_time_ref::9:treat_group,-0.012414355235995342,0.16728516319740058,9,-0.34029327510290047,0.3154645646309098,0.9876623849835986,0.7115616088547524,1.3708960328558275,-1.2337615016401404,-28.843839114524762,37.089603285582754
event_time_ref::10:treat_group,-0.03881395937219936,0.15997600710388135,10,-0.35236693329580676,0.2747390145514081,0.9619296504967485,0.7030221124223517,1.316187124351649,-3.80703495032515,-29.697788757764833,31.6187124351649
event_time_ref::11:treat_group,0.03843482251330666,0.1587908554444865,11,-0.2727952541578869,0.3496648991845002,1.0391829948148406,0.7612486341665844,1.4185920975669368,3.9182994814840555,-23.87513658334156,41.85920975669368
event_time_ref::12:treat_group,-0.02462582626771464,0.16679148935748578,12,-0.35153714540838676,0.3022854928729575,0.9756749156613785,0.7036057137550001,1.3529474284262422,-2.432508433862146,-29.639428624499985,35.29474284262422
event_time_ref::13:treat_group,0.5279016712932811,0.1893266008731534,13,0.15682153358190049,0.8989818090046617,1.6953711277552734,1.1697868276057337,2.4571000399355998,69.53711277552735,16.97868276057337,145.71000399355998
event_time_ref::14:treat_group,-1.2053963003503605,0.6322332126553469,14,-2.4445733971548407,0.033780796454119466,0.29957325499963927,0.0867631404103963,1.0343578469679895,-70.04267450003607,-91.32368595896037,3.435784696798949
